country,age_range,self_defined_ethnicity,gender,officer_defined_ethnicity,object_of_search,location
london,25-34,Other ethnic group - Not stated,Male,White,Stolen goods,"{'latitude': '51.510856', 'street': {'id': 956428, 'name': 'On or near Parking Area'}, 'longitude': '-0.131416'}"
london,25-34,Other ethnic group - Not stated,Male,White,Stolen goods,"{'latitude': '51.510856', 'street': {'id': 956428, 'name': 'On or near Parking Area'}, 'longitude': '-0.131416'}"
london,25-34,Other ethnic group - Any other ethnic group,Male,Black,Controlled drugs,"{'latitude': '51.507613', 'street': {'id': 956646, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.127701'}"
london,10-17,Black/African/Caribbean/Black British - African,Female,Black,Controlled drugs,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,18-24,Other ethnic group - Not stated,Female,White,Controlled drugs,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,25-34,Other ethnic group - Not stated,Male,Asian,Controlled drugs,"{'latitude': '51.499400', 'street': {'id': 953260, 'name': 'On or near The Sanctuary'}, 'longitude': '-0.129162'}"
london,18-24,White - Any other White background,Male,White,Offensive weapons,"{'latitude': '51.514303', 'street': {'id': 956538, 'name': 'On or near Berwick Street'}, 'longitude': '-0.135555'}"
london,18-24,Other ethnic group - Not stated,Male,Black,Stolen goods,"{'latitude': '51.507980', 'street': {'id': 956296, 'name': 'On or near Villiers Street'}, 'longitude': '-0.123651'}"
london,18-24,Other ethnic group - Not stated,Male,Black,Stolen goods,"{'latitude': '51.507980', 'street': {'id': 956296, 'name': 'On or near Villiers Street'}, 'longitude': '-0.123651'}"
london,25-34,Other ethnic group - Not stated,Male,Black,Offensive weapons,"{'latitude': '51.507321', 'street': {'id': 956301, 'name': 'On or near Craven Street'}, 'longitude': '-0.124601'}"
london,,Other ethnic group - Not stated,Male,Black,Controlled drugs,"{'latitude': '51.510437', 'street': {'id': 956159, 'name': 'On or near Savoy Court'}, 'longitude': '-0.120942'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.511221', 'street': {'id': 956528, 'name': 'On or near Charing Cross Road'}, 'longitude': '-0.128375'}"
london,over 34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.517923', 'street': {'id': 956406, 'name': 'On or near Mortimer Street'}, 'longitude': '-0.139861'}"
london,over 34,Other ethnic group - Any other ethnic group,Male,White,Controlled drugs,"{'latitude': '51.510469', 'street': {'id': 956197, 'name': 'On or near Bedfordbury'}, 'longitude': '-0.125739'}"
london,,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.511114', 'street': {'id': 956482, 'name': 'On or near New Row'}, 'longitude': '-0.126160'}"
london,,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.511114', 'street': {'id': 956482, 'name': 'On or near New Row'}, 'longitude': '-0.126160'}"
london,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Articles for use in criminal damage,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,,Asian/Asian British - Any other Asian background,Female,Asian,Stolen goods,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,,Asian/Asian British - Any other Asian background,Female,Asian,Stolen goods,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,25-34,Other ethnic group - Not stated,Male,White,Offensive weapons,"{'latitude': '51.508577', 'street': {'id': 956212, 'name': 'On or near Nightclub'}, 'longitude': '-0.124419'}"
london,25-34,Other ethnic group - Not stated,Male,Black,Evidence of offences under the Act,"{'latitude': '51.511715', 'street': {'id': 956493, 'name': 'On or near Little Newport Street'}, 'longitude': '-0.128902'}"
london,25-34,Other ethnic group - Not stated,Male,Other,Controlled drugs,"{'latitude': '51.499400', 'street': {'id': 953260, 'name': 'On or near The Sanctuary'}, 'longitude': '-0.129162'}"
london,25-34,Asian/Asian British - Pakistani,Male,Asian,Controlled drugs,"{'latitude': '51.499400', 'street': {'id': 953260, 'name': 'On or near The Sanctuary'}, 'longitude': '-0.129162'}"
london,18-24,Other ethnic group - Not stated,Male,White,Stolen goods,"{'latitude': '51.505458', 'street': {'id': 956276, 'name': 'On or near Waterloo Road'}, 'longitude': '-0.114389'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.513833', 'street': {'id': 956442, 'name': 'On or near Wardour Street'}, 'longitude': '-0.134292'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.513833', 'street': {'id': 956442, 'name': 'On or near Wardour Street'}, 'longitude': '-0.134292'}"
london,,Other ethnic group - Not stated,Male,Black,Offensive weapons,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,25-34,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,White,Controlled drugs,"{'latitude': '51.513833', 'street': {'id': 956442, 'name': 'On or near Wardour Street'}, 'longitude': '-0.134292'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.496909', 'street': {'id': 953283, 'name': 'On or near Great Peter Street'}, 'longitude': '-0.129739'}"
london,10-17,White - Any other White background,Male,White,Articles for use in criminal damage,"{'latitude': '51.508592', 'street': {'id': 956519, 'name': 'On or near Duncannon Street'}, 'longitude': '-0.126479'}"
london,25-34,Other ethnic group - Not stated,Male,Other,Stolen goods,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,over 34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.494401', 'street': {'id': 953411, 'name': 'On or near Maunsel Street'}, 'longitude': '-0.133213'}"
london,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Black,Controlled drugs,"{'latitude': '51.497104', 'street': {'id': 953299, 'name': 'On or near Shopping Area'}, 'longitude': '-0.136358'}"
london,,White - Irish,Male,White,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,,Other ethnic group - Not stated,Male,Black,Controlled drugs,"{'latitude': '51.514246', 'street': {'id': 956576, 'name': 'On or near Nightclub'}, 'longitude': '-0.131436'}"
london,25-34,Other ethnic group - Any other ethnic group,Male,,Stolen goods,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,10-17,Other ethnic group - Any other ethnic group,Male,Other,Controlled drugs,"{'latitude': '51.516094', 'street': {'id': 956332, 'name': 'On or near Market Place'}, 'longitude': '-0.140181'}"
london,18-24,Other ethnic group - Any other ethnic group,Male,Other,Stolen goods,"{'latitude': '51.512659', 'street': {'id': 956333, 'name': 'On or near Maddox Street'}, 'longitude': '-0.143045'}"
london,,Black/African/Caribbean/Black British - African,Male,Other,Controlled drugs,"{'latitude': '51.514781', 'street': {'id': 956312, 'name': 'On or near Swallow Place'}, 'longitude': '-0.142411'}"
london,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Stolen goods,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,25-34,Other ethnic group - Not stated,Male,White,Stolen goods,"{'latitude': '51.514641', 'street': {'id': 956174, 'name': 'On or near Kemble Street'}, 'longitude': '-0.118967'}"
london,,Other ethnic group - Not stated,Male,Black,Controlled drugs,"{'latitude': '51.510953', 'street': {'id': 956560, 'name': 'On or near Nightclub'}, 'longitude': '-0.133012'}"
london,,Other ethnic group - Not stated,Male,Black,Controlled drugs,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,25-34,Other ethnic group - Any other ethnic group,Male,,Controlled drugs,"{'latitude': '51.495424', 'street': {'id': 953274, 'name': 'On or near Medway Street'}, 'longitude': '-0.131918'}"
london,,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.514988', 'street': {'id': 956533, 'name': 'On or near Carlisle Street'}, 'longitude': '-0.133380'}"
london,,Other ethnic group - Not stated,Male,Black,Stolen goods,"{'latitude': '51.513904', 'street': {'id': 956503, 'name': 'On or near Greek Street'}, 'longitude': '-0.130801'}"
london,over 34,Black/African/Caribbean/Black British - African,Male,Other,Offensive weapons,"{'latitude': '51.516769', 'street': {'id': 956610, 'name': 'On or near Tottenham Court Road'}, 'longitude': '-0.130583'}"
london,18-24,Asian/Asian British - Indian,Male,Asian,Controlled drugs,"{'latitude': '51.509428', 'street': {'id': 956477, 'name': 'On or near Orange Street'}, 'longitude': '-0.130379'}"
london,,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.516094', 'street': {'id': 956332, 'name': 'On or near Market Place'}, 'longitude': '-0.140181'}"
london,18-24,Asian/Asian British - Any other Asian background,Male,Asian,Controlled drugs,"{'latitude': '51.508592', 'street': {'id': 956519, 'name': 'On or near Duncannon Street'}, 'longitude': '-0.126479'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.509583', 'street': {'id': 956204, 'name': 'On or near Adam Street'}, 'longitude': '-0.122101'}"
london,over 34,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.509583', 'street': {'id': 956204, 'name': 'On or near Adam Street'}, 'longitude': '-0.122101'}"
london,18-24,Other ethnic group - Any other ethnic group,Male,Other,Controlled drugs,"{'latitude': '51.510158', 'street': {'id': 956808, 'name': 'On or near Parking Area'}, 'longitude': '-0.150352'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.511040', 'street': {'id': 956267, 'name': 'On or near Nightclub'}, 'longitude': '-0.113726'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Female,White,Controlled drugs,"{'latitude': '51.511040', 'street': {'id': 956267, 'name': 'On or near Nightclub'}, 'longitude': '-0.113726'}"
london,18-24,Asian/Asian British - Any other Asian background,Male,Black,Controlled drugs,"{'latitude': '51.511394', 'street': {'id': 956491, 'name': 'On or near Lower James Street'}, 'longitude': '-0.136424'}"
london,18-24,Other ethnic group - Not stated,Male,Other,Controlled drugs,"{'latitude': '51.502304', 'street': {'id': 953372, 'name': 'On or near Constitution Hill'}, 'longitude': '-0.145007'}"
london,over 34,Other ethnic group - Not stated,Male,Other,Controlled drugs,"{'latitude': '51.502304', 'street': {'id': 953372, 'name': 'On or near Constitution Hill'}, 'longitude': '-0.145007'}"
london,18-24,Other ethnic group - Not stated,Male,,Controlled drugs,"{'latitude': '51.502304', 'street': {'id': 953372, 'name': 'On or near Constitution Hill'}, 'longitude': '-0.145007'}"
london,18-24,White - Any other White background,Male,White,Stolen goods,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,over 34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.497183', 'street': {'id': 953270, 'name': ""On or near Perkin'S Rents""}, 'longitude': '-0.132249'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.497183', 'street': {'id': 953270, 'name': ""On or near Perkin'S Rents""}, 'longitude': '-0.132249'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.497183', 'street': {'id': 953270, 'name': ""On or near Perkin'S Rents""}, 'longitude': '-0.132249'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.497183', 'street': {'id': 953270, 'name': ""On or near Perkin'S Rents""}, 'longitude': '-0.132249'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,10-17,White - Any other White background,Female,White,Stolen goods,"{'latitude': '51.511096', 'street': {'id': 956151, 'name': 'On or near Southampton Street'}, 'longitude': '-0.122226'}"
london,10-17,Other ethnic group - Not stated,Female,White,Stolen goods,"{'latitude': '51.510437', 'street': {'id': 956159, 'name': 'On or near Savoy Court'}, 'longitude': '-0.120942'}"
london,over 34,Other ethnic group - Not stated,Male,White,Stolen goods,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.513158', 'street': {'id': 956593, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.129722'}"
london,over 34,White - Any other White background,Male,White,Stolen goods,"{'latitude': '51.514781', 'street': {'id': 956312, 'name': 'On or near Swallow Place'}, 'longitude': '-0.142411'}"
london,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Offensive weapons,"{'latitude': '51.514781', 'street': {'id': 956312, 'name': 'On or near Swallow Place'}, 'longitude': '-0.142411'}"
london,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.514781', 'street': {'id': 956312, 'name': 'On or near Swallow Place'}, 'longitude': '-0.142411'}"
london,18-24,Asian/Asian British - Indian,Female,Asian,Controlled drugs,"{'latitude': '51.514246', 'street': {'id': 956576, 'name': 'On or near Nightclub'}, 'longitude': '-0.131436'}"
london,18-24,Other ethnic group - Not stated,Female,White,Stolen goods,"{'latitude': '51.515915', 'street': {'id': 956514, 'name': 'On or near Falconberg Mews'}, 'longitude': '-0.131209'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.514781', 'street': {'id': 956312, 'name': 'On or near Swallow Place'}, 'longitude': '-0.142411'}"
london,,Other ethnic group - Not stated,Male,Black,Offensive weapons,"{'latitude': '51.514781', 'street': {'id': 956312, 'name': 'On or near Swallow Place'}, 'longitude': '-0.142411'}"
london,18-24,Other ethnic group - Any other ethnic group,Male,Black,Offensive weapons,"{'latitude': '51.514781', 'street': {'id': 956312, 'name': 'On or near Swallow Place'}, 'longitude': '-0.142411'}"
london,18-24,Black/African/Caribbean/Black British - African,Female,Black,Controlled drugs,"{'latitude': '51.514246', 'street': {'id': 956576, 'name': 'On or near Nightclub'}, 'longitude': '-0.131436'}"
london,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,,Stolen goods,"{'latitude': '51.513158', 'street': {'id': 956593, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.129722'}"
london,,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.511486', 'street': {'id': 956458, 'name': ""On or near Smith'S Court""}, 'longitude': '-0.134849'}"
london,18-24,Other ethnic group - Any other ethnic group,Male,Other,Controlled drugs,"{'latitude': '51.494730', 'street': {'id': 953409, 'name': 'On or near Regency Street'}, 'longitude': '-0.132393'}"
london,,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.514132', 'street': {'id': 956464, 'name': 'On or near Royalty Mews'}, 'longitude': '-0.132723'}"
london,,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.513338', 'street': {'id': 956573, 'name': 'On or near Nightclub'}, 'longitude': '-0.133649'}"
london,,Other ethnic group - Not stated,Male,Black,Controlled drugs,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.509428', 'street': {'id': 956477, 'name': 'On or near Orange Street'}, 'longitude': '-0.130379'}"
london,,Other ethnic group - Not stated,Male,Black,Controlled drugs,"{'latitude': '51.511486', 'street': {'id': 956458, 'name': ""On or near Smith'S Court""}, 'longitude': '-0.134849'}"
london,,Other ethnic group - Not stated,Male,Black,Stolen goods,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.512720', 'street': {'id': 956474, 'name': 'On or near Peter Street'}, 'longitude': '-0.134395'}"
london,,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.512720', 'street': {'id': 956474, 'name': 'On or near Peter Street'}, 'longitude': '-0.134395'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.497235', 'street': {'id': 953261, 'name': 'On or near Strutton Ground'}, 'longitude': '-0.133860'}"
london,over 34,Black/African/Caribbean/Black British - African,Male,Black,Offensive weapons,"{'latitude': '51.507321', 'street': {'id': 956301, 'name': 'On or near Craven Street'}, 'longitude': '-0.124601'}"
london,,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.514697', 'street': {'id': 956182, 'name': 'On or near Great Queen Street'}, 'longitude': '-0.121948'}"
london,25-34,Other ethnic group - Not stated,Female,White,Stolen goods,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.510678', 'street': {'id': 956451, 'name': ""On or near St Martin'S Lane""}, 'longitude': '-0.126999'}"
london,over 34,White - Any other White background,Male,White,Offensive weapons,"{'latitude': '51.509838', 'street': {'id': 956202, 'name': 'On or near Agar Street'}, 'longitude': '-0.124512'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,Black,Controlled drugs,"{'latitude': '51.514781', 'street': {'id': 956312, 'name': 'On or near Swallow Place'}, 'longitude': '-0.142411'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,Black,Stolen goods,"{'latitude': '51.514781', 'street': {'id': 956312, 'name': 'On or near Swallow Place'}, 'longitude': '-0.142411'}"
london,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.515948', 'street': {'id': 956456, 'name': 'On or near Soho Street'}, 'longitude': '-0.132707'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,18-24,Other ethnic group - Not stated,Male,White,Stolen goods,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.512720', 'street': {'id': 956474, 'name': 'On or near Peter Street'}, 'longitude': '-0.134395'}"
london,18-24,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.512720', 'street': {'id': 956474, 'name': 'On or near Peter Street'}, 'longitude': '-0.134395'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.513833', 'street': {'id': 956442, 'name': 'On or near Wardour Street'}, 'longitude': '-0.134292'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.511715', 'street': {'id': 956493, 'name': 'On or near Little Newport Street'}, 'longitude': '-0.128902'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.513833', 'street': {'id': 956442, 'name': 'On or near Wardour Street'}, 'longitude': '-0.134292'}"
london,25-34,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,over 34,White - Any other White background,Male,White,Stolen goods,"{'latitude': '51.510757', 'street': {'id': 956523, 'name': 'On or near Denman Street'}, 'longitude': '-0.134792'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.517744', 'street': {'id': 956618, 'name': 'On or near Rathbone Place'}, 'longitude': '-0.134247'}"
london,,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.513904', 'street': {'id': 956503, 'name': 'On or near Greek Street'}, 'longitude': '-0.130801'}"
london,18-24,Asian/Asian British - Any other Asian background,Male,Asian,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.499482', 'street': {'id': 953269, 'name': 'On or near Petty France'}, 'longitude': '-0.136016'}"
london,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Female,Black,Controlled drugs,"{'latitude': '51.509035', 'street': {'id': 956177, 'name': 'On or near John Adam Street'}, 'longitude': '-0.123276'}"
london,25-34,Other ethnic group - Not stated,Female,White,Stolen goods,"{'latitude': '51.513664', 'street': {'id': 956513, 'name': 'On or near Frith Street'}, 'longitude': '-0.131575'}"
london,25-34,White - Any other White background,Male,White,Stolen goods,"{'latitude': '51.510757', 'street': {'id': 956523, 'name': 'On or near Denman Street'}, 'longitude': '-0.134792'}"
london,18-24,Other ethnic group - Not stated,Female,Black,Controlled drugs,"{'latitude': '51.509035', 'street': {'id': 956177, 'name': 'On or near John Adam Street'}, 'longitude': '-0.123276'}"
london,25-34,Black/African/Caribbean/Black British - African,Male,Black,Offensive weapons,"{'latitude': '51.508445', 'street': {'id': 956695, 'name': 'On or near Nightclub'}, 'longitude': '-0.143274'}"
london,18-24,Asian/Asian British - Indian,Female,Asian,Offensive weapons,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,25-34,Other ethnic group - Not stated,Male,White,Stolen goods,"{'latitude': '51.510757', 'street': {'id': 956523, 'name': 'On or near Denman Street'}, 'longitude': '-0.134792'}"
london,25-34,Other ethnic group - Not stated,Male,Asian,Fireworks,"{'latitude': '51.503196', 'street': {'id': 953311, 'name': 'On or near Downing Street'}, 'longitude': '-0.127032'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.513330', 'street': {'id': 956345, 'name': 'On or near Ganton Street'}, 'longitude': '-0.138290'}"
london,18-24,Other ethnic group - Any other ethnic group,Male,Other,Stolen goods,"{'latitude': '51.510953', 'street': {'id': 956560, 'name': 'On or near Nightclub'}, 'longitude': '-0.133012'}"
london,18-24,White - Irish,Male,White,Stolen goods,"{'latitude': '51.513474', 'street': {'id': 956484, 'name': 'On or near Moor Street'}, 'longitude': '-0.129824'}"
london,18-24,Other ethnic group - Not stated,Male,White,Stolen goods,"{'latitude': '51.517475', 'street': {'id': 956404, 'name': 'On or near Wells Street'}, 'longitude': '-0.138208'}"
london,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,White,Stolen goods,"{'latitude': '51.517172', 'street': {'id': 956400, 'name': 'On or near Cavendish Place'}, 'longitude': '-0.144086'}"
london,,Other ethnic group - Not stated,Male,White,Stolen goods,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,10-17,White - Any other White background,Female,White,Offensive weapons,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.509428', 'street': {'id': 956477, 'name': 'On or near Orange Street'}, 'longitude': '-0.130379'}"
london,over 34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.513474', 'street': {'id': 956484, 'name': 'On or near Moor Street'}, 'longitude': '-0.129824'}"
london,18-24,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,10-17,Asian/Asian British - Any other Asian background,Male,Other,Stolen goods,"{'latitude': '51.513474', 'street': {'id': 956484, 'name': 'On or near Moor Street'}, 'longitude': '-0.129824'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,25-34,Other ethnic group - Not stated,Male,White,Offensive weapons,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,,Asian/Asian British - Any other Asian background,Male,Other,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,18-24,Black/African/Caribbean/Black British - Caribbean,Male,Black,Stolen goods,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.509787', 'street': {'id': 956556, 'name': 'On or near Nightclub'}, 'longitude': '-0.129240'}"
london,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,10-17,Other ethnic group - Not stated,Male,Other,Stolen goods,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,18-24,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.514246', 'street': {'id': 956576, 'name': 'On or near Nightclub'}, 'longitude': '-0.131436'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,10-17,Other ethnic group - Not stated,Male,Asian,Stolen goods,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,over 34,Asian/Asian British - Indian,Female,Asian,Stolen goods,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,over 34,Other ethnic group - Not stated,Male,Asian,Stolen goods,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,18-24,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
