age_range,self_defined_ethnicity,gender,officer_defined_ethnicity,object_of_search,location
18-24,White - Any other White background,Male,White,None,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.408405', 'street': {'id': 912028, 'name': 'On or near Lord Nelson Street'}, 'longitude': '-2.976473'}"
25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.409826', 'street': {'id': 912040, 'name': 'On or near Camden Street'}, 'longitude': '-2.977378'}"
25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
25-34,Asian/Asian British - Any other Asian background,Male,Asian,None,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.405247', 'street': {'id': 910547, 'name': 'On or near Lord Street'}, 'longitude': '-2.988735'}"
25-34,White - Any other White background,Male,White,None,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
25-34,White - Any other White background,Male,Black,None,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
25-34,Other ethnic group - Not stated,Male,White,None,"{'latitude': '53.405247', 'street': {'id': 910547, 'name': 'On or near Lord Street'}, 'longitude': '-2.988735'}"
18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
18-24,Asian/Asian British - Pakistani,Male,Asian,None,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.409809', 'street': {'id': 912037, 'name': 'On or near Commutation Row'}, 'longitude': '-2.978355'}"
18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.391191', 'street': {'id': 908672, 'name': 'On or near Chesney Close'}, 'longitude': '-2.972048'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.407218', 'street': {'id': 912047, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-2.979725'}"
over 34,Other ethnic group - Not stated,Male,White,None,"{'latitude': '53.407213', 'street': {'id': 912015, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-2.979333'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.407213', 'street': {'id': 912015, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-2.979333'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.407012', 'street': {'id': 912070, 'name': 'On or near Dawson Street'}, 'longitude': '-2.984037'}"
25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.407213', 'street': {'id': 912015, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-2.979333'}"
Oct-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,None,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.407213', 'street': {'id': 912015, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-2.979333'}"
Oct-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,None,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
over 34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,None,"{'latitude': '53.391743', 'street': {'id': 908654, 'name': 'On or near Riverpark Gardens'}, 'longitude': '-2.972708'}"
over 34,Other ethnic group - Not stated,Female,None,None,"{'latitude': '53.392828', 'street': {'id': 910516, 'name': 'On or near Upper Harrington Street'}, 'longitude': '-2.975259'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.389799', 'street': {'id': 908662, 'name': 'On or near Laxey Street'}, 'longitude': '-2.971911'}"
Oct-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.389856', 'street': {'id': 908656, 'name': 'On or near Park Road'}, 'longitude': '-2.970424'}"
25-34,Other ethnic group - Not stated,Male,Black,None,"{'latitude': '53.393089', 'street': {'id': 910508, 'name': 'On or near Sandino Street'}, 'longitude': '-2.971926'}"
Oct-17,Other ethnic group - Not stated,Male,Asian,None,"{'latitude': '53.392828', 'street': {'id': 910516, 'name': 'On or near Upper Harrington Street'}, 'longitude': '-2.975259'}"
25-34,Black/African/Caribbean/Black British - African,Male,Black,None,"{'latitude': '53.391743', 'street': {'id': 908654, 'name': 'On or near Riverpark Gardens'}, 'longitude': '-2.972708'}"
over 34,White - Any other White background,Male,White,None,"{'latitude': '53.400636', 'street': {'id': 910475, 'name': 'On or near Back Mulberry Street'}, 'longitude': '-2.966834'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.392828', 'street': {'id': 910516, 'name': 'On or near Upper Harrington Street'}, 'longitude': '-2.975259'}"
over 34,Mixed/Multiple ethnic groups - White and Asian,Male,Asian,None,"{'latitude': '53.392828', 'street': {'id': 910516, 'name': 'On or near Upper Harrington Street'}, 'longitude': '-2.975259'}"
25-34,Other ethnic group - Not stated,Male,White,None,"{'latitude': '53.401215', 'street': {'id': 910488, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-2.969690'}"
18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.401872', 'street': {'id': 910564, 'name': 'On or near Canning Place'}, 'longitude': '-2.988220'}"
25-34,Other ethnic group - Not stated,Male,Black,None,"{'latitude': '53.391743', 'street': {'id': 908654, 'name': 'On or near Riverpark Gardens'}, 'longitude': '-2.972708'}"
18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.409809', 'street': {'id': 912037, 'name': 'On or near Commutation Row'}, 'longitude': '-2.978355'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,None,"{'latitude': '53.391191', 'street': {'id': 908672, 'name': 'On or near Chesney Close'}, 'longitude': '-2.972048'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,None,"{'latitude': '53.391191', 'street': {'id': 908672, 'name': 'On or near Chesney Close'}, 'longitude': '-2.972048'}"
Oct-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.393409', 'street': {'id': 910515, 'name': 'On or near Fisher Street'}, 'longitude': '-2.980009'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.411693', 'street': {'id': 911809, 'name': 'On or near Princes Gardens'}, 'longitude': '-2.990870'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,None,None,"{'latitude': '53.411693', 'street': {'id': 911809, 'name': 'On or near Princes Gardens'}, 'longitude': '-2.990870'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.407472', 'street': {'id': 911870, 'name': 'On or near Nightclub'}, 'longitude': '-2.987162'}"
25-34,White - Irish,Female,White,None,"{'latitude': '53.394620', 'street': {'id': 910486, 'name': 'On or near Alexandra Terrace'}, 'longitude': '-2.964908'}"
over 34,Other ethnic group - Not stated,Female,White,None,"{'latitude': '53.409919', 'street': {'id': 911963, 'name': 'On or near Ilford Street'}, 'longitude': '-2.971498'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.409919', 'street': {'id': 911963, 'name': 'On or near Ilford Street'}, 'longitude': '-2.971498'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.413710', 'street': {'id': 912045, 'name': 'On or near Police Station'}, 'longitude': '-2.978384'}"
18-24,White - English/Welsh/Scottish/Northern Irish/British,Female,White,None,"{'latitude': '53.389856', 'street': {'id': 908656, 'name': 'On or near Park Road'}, 'longitude': '-2.970424'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.400318', 'street': {'id': 910573, 'name': 'On or near Beckwith Street'}, 'longitude': '-2.985883'}"
25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.410137', 'street': {'id': 912004, 'name': 'On or near Bayhorse Lane'}, 'longitude': '-2.970209'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.411836', 'street': {'id': 911789, 'name': 'On or near Westmorland Drive'}, 'longitude': '-2.989820'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,None,"{'latitude': '53.394753', 'street': {'id': 910440, 'name': 'On or near Lestock Street'}, 'longitude': '-2.971799'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.394753', 'street': {'id': 910440, 'name': 'On or near Lestock Street'}, 'longitude': '-2.971799'}"
18-24,White - English/Welsh/Scottish/Northern Irish/British,Female,White,None,"{'latitude': '53.410687', 'street': {'id': 911880, 'name': 'On or near Further/Higher Educational Building'}, 'longitude': '-2.988635'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.388992', 'street': {'id': 908683, 'name': 'On or near Southern Crescent'}, 'longitude': '-2.978284'}"
18-24,Asian/Asian British - Any other Asian background,Male,Asian,None,"{'latitude': '53.399955', 'street': {'id': 910321, 'name': 'On or near Kent Street'}, 'longitude': '-2.979738'}"
18-24,Asian/Asian British - Indian,Male,Asian,None,"{'latitude': '53.396527', 'street': {'id': 910480, 'name': 'On or near Back Egerton Street South'}, 'longitude': '-2.966966'}"
25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.412128', 'street': {'id': 912024, 'name': 'On or near Springfield'}, 'longitude': '-2.975114'}"
18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.409277', 'street': {'id': 912030, 'name': 'On or near Lime Street'}, 'longitude': '-2.978599'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.408577', 'street': {'id': 911970, 'name': 'On or near Greek Street'}, 'longitude': '-2.972926'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.413710', 'street': {'id': 912045, 'name': 'On or near Police Station'}, 'longitude': '-2.978384'}"
over 34,Other ethnic group - Not stated,Male,White,None,"{'latitude': '53.410915', 'street': {'id': 911874, 'name': 'On or near Conference/Exhibition Centre'}, 'longitude': '-2.994734'}"
Oct-17,Other ethnic group - Not stated,Male,White,None,"{'latitude': '53.392828', 'street': {'id': 910516, 'name': 'On or near Upper Harrington Street'}, 'longitude': '-2.975259'}"
25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.403914', 'street': {'id': 910313, 'name': 'On or near Roe Alley'}, 'longitude': '-2.981499'}"
25-34,White - Any other White background,Male,Black,None,"{'latitude': '53.403914', 'street': {'id': 910313, 'name': 'On or near Roe Alley'}, 'longitude': '-2.981499'}"
25-34,White - Any other White background,Male,White,None,"{'latitude': '53.403914', 'street': {'id': 910313, 'name': 'On or near Roe Alley'}, 'longitude': '-2.981499'}"
Oct-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.387789', 'street': {'id': 908698, 'name': 'On or near Northumberland Grove'}, 'longitude': '-2.979158'}"
25-34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,None,"{'latitude': '53.414001', 'street': {'id': 911821, 'name': 'On or near Naylor Street'}, 'longitude': '-2.986816'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,None,"{'latitude': '53.414001', 'street': {'id': 911821, 'name': 'On or near Naylor Street'}, 'longitude': '-2.986816'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.398842', 'street': {'id': 910371, 'name': 'On or near Grenville Street South'}, 'longitude': '-2.978449'}"
25-34,Other ethnic group - Not stated,Male,White,None,"{'latitude': '53.413086', 'street': {'id': 912056, 'name': 'On or near St Stephens Place'}, 'longitude': '-2.983320'}"
25-34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Black,None,"{'latitude': '53.405982', 'street': {'id': 912079, 'name': 'On or near Back Lime Street'}, 'longitude': '-2.979260'}"
over 34,Other ethnic group - Not stated,Male,White,None,"{'latitude': '53.414001', 'street': {'id': 911821, 'name': 'On or near Naylor Street'}, 'longitude': '-2.986816'}"
25-34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Female,Black,None,"{'latitude': '53.409809', 'street': {'id': 912037, 'name': 'On or near Commutation Row'}, 'longitude': '-2.978355'}"
over 34,Other ethnic group - Not stated,Male,White,None,"{'latitude': '53.389856', 'street': {'id': 908656, 'name': 'On or near Park Road'}, 'longitude': '-2.970424'}"
18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.405982', 'street': {'id': 912079, 'name': 'On or near Back Lime Street'}, 'longitude': '-2.979260'}"
25-34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,None,"{'latitude': '53.405982', 'street': {'id': 912079, 'name': 'On or near Back Lime Street'}, 'longitude': '-2.979260'}"
over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.414001', 'street': {'id': 911821, 'name': 'On or near Naylor Street'}, 'longitude': '-2.986816'}"
25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.414001', 'street': {'id': 911821, 'name': 'On or near Naylor Street'}, 'longitude': '-2.986816'}"
18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,None,"{'latitude': '53.406970', 'street': {'id': 911922, 'name': 'On or near St Andrew Street'}, 'longitude': '-2.971641'}"
